ID	reERR1346801_taxonomic_profile	reERR1346802_taxonomic_profile	reERR1346803_taxonomic_profile	reERR1346804_taxonomic_profile	reERR1346805_taxonomic_profile	reERR1346806_taxonomic_profile	reERR1346807_taxonomic_profile	reERR1346808_taxonomic_profile	reERR1346809_taxonomic_profile	reERR1346810_taxonomic_profile	reERR1346811_taxonomic_profile	reERR1346812_taxonomic_profile	reERR1346813_taxonomic_profile	reERR1346814_taxonomic_profile	reERR1346815_taxonomic_profile	reERR1346816_taxonomic_profile	reERR1346817_taxonomic_profile	reERR1346818_taxonomic_profile	reERR1346819_taxonomic_profile	reERR1346820_taxonomic_profile	reERR1346821_taxonomic_profile	reERR1346822_taxonomic_profile	reERR1346823_taxonomic_profile	reERR1346824_taxonomic_profile	reERR1346825_taxonomic_profile	reERR1346826_taxonomic_profile	reERR1346827_taxonomic_profile	reERR1346828_taxonomic_profile	reERR1346829_taxonomic_profile	reERR1346830_taxonomic_profile	reERR1346831_taxonomic_profile	reERR1346832_taxonomic_profile	reERR1346833_taxonomic_profile	reERR1346834_taxonomic_profile	reERR1346835_taxonomic_profile	reERR1346836_taxonomic_profile	reERR1346837_taxonomic_profile	reERR1346838_taxonomic_profile	reERR1346839_taxonomic_profile	reERR1346840_taxonomic_profile	reERR1346841_taxonomic_profile	reERR1346842_taxonomic_profile	reERR1346843_taxonomic_profile	reERR1346844_taxonomic_profile	reERR1346845_taxonomic_profile	reERR1346846_taxonomic_profile	reERR1346847_taxonomic_profile	reERR1346848_taxonomic_profile	reERR1346849_taxonomic_profile	reERR1346850_taxonomic_profile	reERR1346851_taxonomic_profile	reERR1346852_taxonomic_profile	reERR1346853_taxonomic_profile	reERR1346854_taxonomic_profile	reERR1346855_taxonomic_profile	reERR1346856_taxonomic_profile	reERR1346857_taxonomic_profile	reERR1346858_taxonomic_profile	reERR1346859_taxonomic_profile	reERR1346860_taxonomic_profile	reERR1346861_taxonomic_profile	reERR1346862_taxonomic_profile	reERR1346863_taxonomic_profile	reERR1346864_taxonomic_profile	reERR1346865_taxonomic_profile	reERR1346866_taxonomic_profile	reERR1346867_taxonomic_profile	reERR1346868_taxonomic_profile	reERR1346869_taxonomic_profile	reERR1346870_taxonomic_profile	reERR1346871_taxonomic_profile	reERR1346872_taxonomic_profile	reERR1346873_taxonomic_profile	reERR1346874_taxonomic_profile	reERR1346875_taxonomic_profile	reERR1346876_taxonomic_profile	reERR1346877_taxonomic_profile	reERR1346878_taxonomic_profile	reERR1346879_taxonomic_profile	reERR1346880_taxonomic_profile	reERR1346881_taxonomic_profile	reERR1346882_taxonomic_profile	reERR1346883_taxonomic_profile	reERR1346884_taxonomic_profile	reERR1346887_taxonomic_profile	reERR1346888_taxonomic_profile	reERR1346889_taxonomic_profile	reERR1346890_taxonomic_profile	reERR1346891_taxonomic_profile	reERR1346892_taxonomic_profile
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae|g__Actinomycetospora|s__Actinomycetospora_chiangmaiensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae|g__Actinomycetospora|s__Actinomycetospora_chiangmaiensis|t__GCF_000379625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae|g__Pseudonocardia	0.22701	0.0	0.56645	0.04329	1.75337	0.0	0.0	0.0	0.02679	0.0	0.0	0.0	0.0	0.0	0.01619	0.39973	0.15303	0.73867	0.18785	1.13825	0.0	0.55847	0.19226	0.0	0.26521	0.0	0.15546	2.67392	0.04937	0.60496	0.05894	0.02279	0.06832	0.56541	0.0	1.66232	0.03927	0.0	0.0	0.02648	0.0	0.0	0.13241	0.0	0.22117	0.0	0.0	0.23761	0.1185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36004	0.0	0.06039	0.0	0.0	0.66537	0.0	0.0	0.05916	0.0	0.03316	0.0	0.21518	0.0	0.0	0.0	0.0	0.0	0.06753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13736	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_unclassified	0.22701	0.0	0.56645	0.04329	1.75337	0.0	0.0	0.0	0.02679	0.0	0.0	0.0	0.0	0.0	0.01619	0.39973	0.15303	0.73867	0.18785	1.13825	0.0	0.55847	0.19226	0.0	0.26521	0.0	0.15546	2.67392	0.04937	0.60496	0.05894	0.02279	0.06832	0.56541	0.0	1.66232	0.03927	0.0	0.0	0.02648	0.0	0.0	0.13241	0.0	0.22117	0.0	0.0	0.23761	0.1185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36004	0.0	0.06039	0.0	0.0	0.66537	0.0	0.0	0.05916	0.0	0.03316	0.0	0.21518	0.0	0.0	0.0	0.0	0.0	0.06753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13736	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae|g__Saccharomonospora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13441	0.0	0.31225	0.0	0.0	0.0	0.0	0.0	0.38527	0.0	0.11449	0.0	0.0	0.0154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51949	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae|g__Saccharomonospora|s__Saccharomonospora_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13441	0.0	0.31225	0.0	0.0	0.0	0.0	0.0	0.38527	0.0	0.11449	0.0	0.0	0.0154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51949	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae|g__Saccharopolyspora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14598	0.0	0.12635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Pseudonocardiaceae|g__Saccharopolyspora|s__Saccharopolyspora_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14598	0.0	0.12635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08966	0.0	0.0	0.02136	0.00334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00966	0.0	0.0	0.05605	0.0064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Kitasatospora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Kitasatospora|s__Kitasatospora_setae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Kitasatospora|s__Kitasatospora_setae|t__GCF_000269985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02136	0.00334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00966	0.0	0.0	0.05605	0.0064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_chartreusis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00966	0.0	0.0	0.05605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_chartreusis|t__Streptomyces_chartreusis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00966	0.0	0.0	0.05605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_prunicolor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_prunicolor|t__GCF_000367365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptosporangiaceae	0.0	0.0	0.04873	0.00712	0.59655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00674	0.0	0.0	0.1187	0.00868	0.11681	0.00405	0.31597	0.0	0.31014	0.0	0.0	0.03337	0.0	0.01717	0.19609	0.0	0.26728	0.01649	0.0	0.03482	0.36261	0.0	0.16879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01499	0.0	0.0	0.0	0.0	0.02455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04832	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Streptosporangiaceae|g__Streptosporangiaceae_unclassified	0.0	0.0	0.04873	0.00712	0.59655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00674	0.0	0.0	0.1187	0.00868	0.11681	0.00405	0.31597	0.0	0.31014	0.0	0.0	0.03337	0.0	0.01717	0.19609	0.0	0.26728	0.01649	0.0	0.03482	0.36261	0.0	0.16879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01499	0.0	0.0	0.0	0.0	0.02455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04832	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Thermomonosporaceae	0.11103	0.0	0.66952	0.05901	2.3035	0.0	0.0	0.0	0.0	0.01392	0.0	0.0	0.0	0.0	0.0	0.30108	0.01521	0.16589	0.03869	0.99303	0.0	0.83904	0.01148	0.0	0.10254	0.0	0.05573	0.1836	0.0	0.10984	0.03231	0.0	0.03853	0.32698	0.0	0.78161	0.0	0.0	0.02936	0.0	0.0	0.0	0.0	0.0	0.01907	0.0	0.0	0.12994	0.6329	0.0	0.62921	0.0	0.0	0.0	0.0	0.1077	0.0	0.23285	0.0	0.20828	0.0	0.0	0.1753	0.0	0.02077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15665	0.0	0.0	0.11725	0.0	0.0	0.07773	0.0	0.0	0.0	0.0	0.0	0.06344	0.0179	0.0	0.19098	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Thermomonosporaceae|g__Thermomonosporaceae_unclassified	0.11103	0.0	0.66952	0.05901	2.3035	0.0	0.0	0.0	0.0	0.01392	0.0	0.0	0.0	0.0	0.0	0.30108	0.01521	0.16589	0.03869	0.99303	0.0	0.83904	0.01148	0.0	0.10254	0.0	0.05573	0.1836	0.0	0.10984	0.03231	0.0	0.03853	0.32698	0.0	0.78161	0.0	0.0	0.02936	0.0	0.0	0.0	0.0	0.0	0.01907	0.0	0.0	0.12994	0.6329	0.0	0.62921	0.0	0.0	0.0	0.0	0.1077	0.0	0.23285	0.0	0.20828	0.0	0.0	0.1753	0.0	0.02077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15665	0.0	0.0	0.11725	0.0	0.0	0.07773	0.0	0.0	0.0	0.0	0.0	0.06344	0.0179	0.0	0.19098	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Solirubrobacterales	1.4841	3.35463	22.90682	0.33207	21.2187	2.45507	0.67481	0.24424	1.57733	0.83944	2.33752	3.38169	0.2573	0.36843	0.81806	13.02353	7.67965	18.53436	0.80921	9.29938	2.54917	17.54794	0.55926	1.0918	3.72164	1.05604	2.71656	18.12258	0.30795	27.36152	1.24533	1.92285	2.30508	13.41282	0.56356	16.7879	1.04769	0.36182	3.14565	4.50742	1.92187	6.76927	2.99023	0.97978	6.46067	11.1809	5.1656	16.59938	10.15042	4.57608	8.13208	0.0	0.0	3.94901	11.43899	9.9461	6.74598	27.66664	4.16652	10.22323	1.61763	0.0	8.20778	3.18295	2.19679	2.39029	5.59279	3.53102	11.26844	3.47706	2.351	7.1658	9.88019	4.24251	0.0	2.86712	3.93557	0.0	3.79624	0.0	0.0	1.59726	8.49581	0.0	1.12748	3.07768	1.6686	6.55149	0.35461	3.71727
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Solirubrobacterales|f__Conexibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02008	0.00117	0.00821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02013	0.0	0.00719	0.0	0.0	0.00165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02008	0.00117	0.00821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02013	0.0	0.00719	0.0	0.0	0.00165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter|s__Conexibacter_woesei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02008	0.00117	0.00821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02013	0.0	0.00719	0.0	0.0	0.00165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter|s__Conexibacter_woesei|t__GCF_000025265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02008	0.00117	0.00821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02013	0.0	0.00719	0.0	0.0	0.00165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Solirubrobacterales|f__Solirubrobacterales_unclassified	1.4841	3.35463	22.90682	0.33207	21.2187	2.45507	0.67481	0.24424	1.57733	0.83944	2.33752	3.38169	0.2573	0.36843	0.81806	13.00345	7.67847	18.52615	0.80921	9.29938	2.54917	17.54794	0.55926	1.0918	3.72164	1.05604	2.71656	18.10244	0.30795	27.35433	1.24533	1.92285	2.30343	13.41282	0.56356	16.7879	1.04769	0.36182	3.14565	4.50742	1.92187	6.76927	2.99023	0.97978	6.46067	11.1809	5.1656	16.59938	10.15042	4.57608	8.13208	0.0	0.0	3.94901	11.43899	9.9461	6.74598	27.66664	4.16652	10.22323	1.61763	0.0	8.20778	3.18295	2.19679	2.39029	5.59279	3.53102	11.26844	3.47706	2.351	7.1658	9.88019	4.24251	0.0	2.86712	3.93557	0.0	3.79624	0.0	0.0	1.59726	8.49581	0.0	1.12748	3.07768	1.6686	6.55149	0.35461	3.71727
k__Bacteria|p__Bacteroidetes	0.04573	0.0	0.71818	0.09509	0.80466	0.0	0.21564	0.0	0.65385	0.07078	0.21748	5.29669	0.0	0.0	0.68558	7.5614	3.55446	1.29315	0.07005	1.08235	0.0	0.94916	0.36884	0.13559	0.54548	0.51214	0.87145	1.71189	0.0	0.20784	1.72954	0.589	0.10586	0.17802	0.74838	8.85805	2.89619	2.5424	0.0	0.0	0.0	0.0	2.96501	0.0	1.69083	0.0	0.0	0.0	1.56488	2.03332	4.68012	0.0	0.0	0.0	0.0	2.33088	0.0	0.0	0.0	0.0	0.0	0.0	2.18472	0.0	0.10212	0.0	0.66836	0.90528	0.0	4.89748	0.0	0.0	0.0	0.84046	0.0	2.94815	0.0	0.0	0.0	0.0	0.0	4.84355	0.0	0.0	0.72545	0.0	5.14118	0.86963	0.43391	0.0
