X.mOTUs2_clade	reSRR16235394	reSRR16235395	reSRR16235396	reSRR16235397	reSRR16235398	reSRR16235399	reSRR16235400	reSRR16235401	reSRR16235402	reSRR16235403	reSRR16235404	reSRR16235405	reSRR16235406	reSRR16235407	reSRR16235408	reSRR16235409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AT4 [meta_mOTU_v3_12609]	0.0007649893	0.0035864755	0.0001132758	0.0009691833	0.0045370302	0.0017691987	0.0007823016	0.0014682482	0.0010123188	0.0004824774	0.0001925314	0.0009874189	0	0.0011254303	0.0008406391	0.0002924972
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. AT4	0	0	9.85311e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:169	0	0.0073239343	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:273 [meta_mOTU_v3_12673]	0	0	0	3.82813e-05	0	0.0002001266	0	0	0	5.67154e-05	0	1.71049e-05	0	0	0.0007169486	2.578e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:273	0	0	0	2.26354e-05	0	0.0001005009	0	0	0	5.85594e-05	0	1.57459e-05	0	0	0	2.26643e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:299	0.0008446781	0.0086075471	0.0012094723	0.0106885039	0.0025438	0.007354134	0.0104202491	0.0149393065	0.0071878785	0.0017120343	0.0009046325	0.0016728881	0.0059966407	0.0039615461	0.0031345888	0.0178786044
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:349	0	4.25794e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:58	0.0007067107	0	6.85304e-05	0.0041486365	0.003146711	0.0029666523	0.0032735482	0.0024110216	0.0031978851	0.0028312179	0.0003186029	0.0003044287	0.003768644	0.0012611266	0.0032667928	0.0077805135
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CL-2	0	0	0	0.0001964248	0	0	6.34278e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. ND2	0	0	0	3.2327e-05	0	8.42812e-05	0.000428407	0	0	0	0	0	0	0	2.50114e-05	0.0005294532
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. SY8519	0.001635986	0	0	0	0	0	0	0	0	0.0009363085	0	0.0005993141	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp.	0	0	0	0	0	0	0	0	0	0	0	3.20722e-05	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_15421]	0	0	8.84848e-05	0	3.02565e-05	0	0	0	0	0	0	0	0	0	2.98865e-05	0.0015420801
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_15426]	0	0	0	4.37061e-05	0	0	0	0	0	0	7.03503e-05	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_15429]	0	0	0	0	0	0.0012915213	0.0001394455	7.91891e-05	0	0	0	0	0	0	0	0.0008298975
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_16137]	0	0	0	4.45068e-05	0	6.77621e-05	0	0	0	0.0013223488	0	5.26089e-05	0	0.0001560558	7.9299e-05	1.99922e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_16143]	0.00050125	0	0.0004452479	0.0021453093	0.0035323431	0.0050495215	0.0029426134	0.0041512247	0.0003076286	0.0005948779	0	0.0002888444	0	0	0.0028862665	0.0047046809
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_16305]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25325e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17741]	0	0	0	0	0	0	0	0	0.0019240215	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_17901]	0	0	0	0	0	9.10085e-05	0.0001706687	0.0001447508	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_18096]	0	0	0	0	0	0	0	0	0	0	0	3.8262e-05	0	0	0.0001339579	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_26502]	0	0	0	0.0002468073	0.0001568709	9.73436e-05	0.0001188134	0.0006054002	0	0	0	0	0	0	0.0005298521	0.0007042243
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_26660]	0	0	0	5.65545e-05	0	0	0.0002214774	8.63547e-05	0	0	0	0	0	0	0.0003526612	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_26663]	0	0	0	0	0	0.0007058674	0	0.0015530899	0.0012885737	0	0.0003083542	0	0.0011820081	0.0011595237	0.0003088846	0.0019165709
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_26668]	0	0.0014365827	0.0008650589	0.0010352478	0.0001621952	0.00118592	0.0014076528	0	0	0.000951659	0.0005617822	0.0002352623	0.0069277518	0.0029848418	0.0033350706	0.0177342633
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [ext_mOTU_v3_28816]	0	0	0	4.95354e-05	0	0	0	0	0	0	0	0	0	0	2.15037e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [meta_mOTU_v3_12641]	0	0	0	0	0	0.0004267288	0	0	0	0.0004444336	0	5.55115e-05	0.007788744	0.0004328468	0.0023105388	8.59691e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [meta_mOTU_v3_12650]	0	0	0	0	0	0	0	0	0	0	0	4.99113e-05	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [meta_mOTU_v3_12739]	0	0	0	3.24244e-05	0	0	0	0	0	0	0	0	0	0	3.69279e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [meta_mOTU_v3_12762]	0.0066165719	0.0178231112	0.0034598512	0.0159068225	0.0328855293	0.0392793781	0.0171372946	0.0142038277	0.0274922929	0.0063157682	0.0003195137	0.0050130057	0	0.0142468436	0.0449499482	0.0599721018
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [meta_mOTU_v3_13191]	0	0	0.0003073365	0.0001366115	6.39185e-05	0	0.0002751652	0	0	0	0.0006794819	0	0	0	0	2.64546e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium species incertae sedis [meta_mOTU_v3_14207]	0	0	0	0.0005048885	0	0	0	0	0.0001200823	0.0002217389	0.000293825	7.22725e-05	0	0.0001396388	0.0001533701	4.6385e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium ventriculi	0	0	0	0	7.18666e-05	0	0.0037464662	0	0	0	0	0	0	0	0.0077138055	0.0071685196
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Massilioclostridium	0	5.57024e-05	0	2.17555e-05	0	0	5.91482e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Massilioclostridium|s__Massilioclostridium coli	0	5.57024e-05	0	2.17555e-05	0	0	5.91482e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis	0.0012176515	0.0006346122	0.0123920815	0.0061701851	0.0038976376	0.0193986702	0.0051631029	0.0008718572	0	0.0011066677	0.0002392696	0.0007641681	0	0.0006587837	0.0036575976	0.0006369413
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|g__Clostridiales Family XIII. Incertae Sedis gen. incertae sedis	0.0012176515	0.0006346122	0.0123920815	0.0061701851	0.0038976376	0.0193986702	0.0051631029	0.0008718572	0	0.0011066677	0.0002392696	0.0007641681	0	0.0006587837	0.0036575976	0.0006369413
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|g__Clostridiales Family XIII. Incertae Sedis gen. incertae sedis|s__Clostridiales Family XIII. Incertae Sedis species incertae sedis [ext_mOTU_v3_15340]	0	0	0	1.36211e-05	5.36832e-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|g__Clostridiales Family XIII. Incertae Sedis gen. incertae sedis|s__Clostridiales Family XIII. Incertae Sedis species incertae sedis [ext_mOTU_v3_15341]	0	0	0	2.08963e-05	5.36832e-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|g__Clostridiales Family XIII. Incertae Sedis gen. incertae sedis|s__Clostridiales Family XIII. Incertae Sedis species incertae sedis [ext_mOTU_v3_15377]	0	0	0	0.0020749528	0.0013614888	0	0.0011859118	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|g__Clostridiales Family XIII. Incertae Sedis gen. incertae sedis|s__Clostridiales Family XIII. Incertae Sedis species incertae sedis [ext_mOTU_v3_15390]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61865e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|g__Clostridiales Family XIII. Incertae Sedis gen. incertae sedis|s__Clostridiales Family XIII. Incertae Sedis species incertae sedis [ext_mOTU_v3_16131]	0.0003159386	0	0	0.0032065371	0.0002058032	0.0081581341	0.0036848047	0.0008718572	0	0.0011066677	0	0.0004735539	0	0	0.0028523761	0.0006107548
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|g__Clostridiales Family XIII. Incertae Sedis gen. incertae sedis|s__Clostridiales Family XIII. Incertae Sedis species incertae sedis [ext_mOTU_v3_16193]	0	0	0	0	0	0	0	0	0	0	0	0	0	7.54828e-05	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|g__Clostridiales Family XIII. Incertae Sedis gen. incertae sedis|s__Clostridiales Family XIII. Incertae Sedis species incertae sedis [ext_mOTU_v3_18284]	0.000901713	0.0006346122	0	0	0	0	0	0	0	0	0.0002392696	0	0	0.0005833009	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|g__Clostridiales Family XIII. Incertae Sedis gen. incertae sedis|s__Clostridiales Family XIII. Incertae Sedis species incertae sedis [ext_mOTU_v3_24909]	0	0	0	0.0002179375	0	0	0.0002320734	0	0	0	0	9.50913e-05	0	0	0.0003358678	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|g__Clostridiales Family XIII. Incertae Sedis gen. incertae sedis|s__Clostridiales Family XIII. Incertae Sedis species incertae sedis [meta_mOTU_v3_12844]	0	0	0.0123920815	0.0006362404	0.0022229792	0.0112405361	6.0313e-05	0	0	0	0	0.0001955229	0	0	0.0004693537	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Clostridiaceae/Ruminococcaceae]	0	0	0	0.0002908009	0	0	0.0002442074	6.73843e-05	0	0	0	0	0	0	8.22237e-05	5.74157e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Clostridiaceae/Ruminococcaceae]|g__Clostridiales gen. [Clostridium/Flavonifractor]	0	0	0	0.0001408284	0	0	0.0001676901	0	0	0	0	0	0	0	6.16002e-05	5.74157e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Clostridiaceae/Ruminococcaceae]|g__Clostridiales gen. [Clostridium/Flavonifractor]|s__Clostridiales sp.	0	0	0	0.0001408284	0	0	0.0001676901	0	0	0	0	0	0	0	6.16002e-05	5.74157e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Clostridiaceae/Ruminococcaceae]|g__Clostridiales gen. [Ruminococcus/Clostridium]	0	0	0	0.0001499724	0	0	7.65173e-05	6.73843e-05	0	0	0	0	0	0	2.06235e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Clostridiaceae/Ruminococcaceae]|g__Clostridiales gen. [Ruminococcus/Clostridium]|s__Clostridiales sp.	0	0	0	0.0001499724	0	0	7.65173e-05	6.73843e-05	0	0	0	0	0	0	2.06235e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Eubacteriaceae/Clostridiaceae]	0	0	0	0	0	0	0	0	0	0	0	0	0.0059523069	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Eubacteriaceae/Clostridiaceae]|g__Clostridiales gen. [Clostridium/Eubacterium]	0	0	0	0	0	0	0	0	0	0	0	0	0.0059523069	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Eubacteriaceae/Clostridiaceae]|g__Clostridiales gen. [Clostridium/Eubacterium]|s__Clostridiales sp.	0	0	0	0	0	0	0	0	0	0	0	0	0.0059523069	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Lachnospiraceae/Ruminococcaceae]	7.13364e-05	0.0003115143	0	0	9.3877e-06	0	0	0.0001023054	0.0011889649	5.01014e-05	5.57977e-05	3.19232e-05	0.0196117584	0.0009791098	3.9218e-06	1.26106e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Lachnospiraceae/Ruminococcaceae]|g__Clostridiales gen. [Sellimonas/Drancourtella]	7.13364e-05	0.0003115143	0	0	9.3877e-06	0	0	0.0001023054	0.0011889649	5.01014e-05	5.57977e-05	3.19232e-05	0.0196117584	0.0009791098	3.9218e-06	1.26106e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. [Lachnospiraceae/Ruminococcaceae]|g__Clostridiales gen. [Sellimonas/Drancourtella]|s__Clostridiales sp.	7.13364e-05	0.0003115143	0	0	9.3877e-06	0	0	0.0001023054	0.0011889649	5.01014e-05	5.57977e-05	3.19232e-05	0.0196117584	0.0009791098	3.9218e-06	1.26106e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis	0.0281077539	0.0515054099	0.0167399901	0.0785403338	0.0608048275	0.0763074572	0.0371042321	0.0729857721	0.155347796	0.0504832448	0.0134118099	0.0249145992	0.0334439083	0.0585554812	0.0689552171	0.0584104998
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis	0.0281077539	0.0514820343	0.0167399901	0.0785403338	0.0608048275	0.0763074572	0.0371042321	0.0729857721	0.155347796	0.0504832448	0.0134118099	0.0249145992	0.0334439083	0.0585554812	0.0689552171	0.0584104998
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales bacterium SIT11	0.0001548665	0.0001080033	0	0	0	0	0	0	0	0	0	0	0	0.0001191492	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales bacterium VE202-09	0	0.0002265378	0	0	0	0	0	0	0.0001708213	0	0	0	0	6.50286e-05	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_15332]	0	0	0	0.0004983664	0	0.0019269675	0.0005245643	0.0001091812	0	0	0	6.21693e-05	0	0	7.91509e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_15349]	0.0058578546	0	0.0040774628	0.0101675272	0.0100215428	0.0110057651	0.0032644872	0.0103210094	0	0.0055590571	0	0.0053701469	0	0.0112778038	0.0108009074	0.0086621476
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_15376]	0	0	0	3.4491e-05	2.34295e-05	0	0.0002549065	3.34625e-05	0	0	0	0	0	0	1.77611e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_15410]	0	0	0	0.0009690708	0.0009049329	8.4943e-05	0.0001413864	0.0001370328	0	0	0	0	0	0	0.0010187908	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_16130]	0	0	0.0001599503	0.0040459013	0.0062912983	0.0219234101	0.0004794824	0.0143451855	0	0	0	0	0	0	0.00110189	0.002127023
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_16427]	0.0003578282	0	0	0.0010424434	0.0001069925	0	0.0001603575	0	0	0.0002039735	0	0.0002547123	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_16450]	0	0	0	0	0	0	6.28378e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_17443]	0	0	0	0.0012897541	0	0.0023018628	0.0007067563	0	0	0	0	0.0001163697	0	0	0.0031370038	0.0004683562
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_17875]	0	0.0016504211	0.0002658459	0.0001319557	0	0	0.0007267153	0.0005981257	0	0.0024052204	0.0002801574	8.05054e-05	0	0.0025308961	0.0028826189	0.0024846141
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_18262]	0	0	0	3.71359e-05	0	0	0	0	0	0	0	0	0	0	1.95385e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_24601]	0	0	0	6.37364e-05	0	0.0005008143	0.0001853876	0.0001257872	0	0	0	0.0004959336	0	0	0	0.001183287
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_24608]	0	0	0	5.46446e-05	0	0	0	0	0	0	0	0	0	0	0	0.0003416522
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_24979]	0	0	0	0.0001144843	0	0	0	0	0	0	0	0	0	0	7.45059e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_26195]	0	0	0	0	3.02151e-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_26282]	0	0	0	0.0010960449	0	0.0024820626	0.0006357703	0	0	0	0	0.0008553072	0	0	0	0.0004551282
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_26595]	0	0	0	8.9495e-05	0	0.0001657092	0.0002589799	0	0.0016358035	0.0001464091	9.79417e-05	0	0	0	0	0.0004141173
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_26734]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.63614e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [ext_mOTU_v3_28737]	0	0	0	0	0	0.0002519129	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [meta_mOTU_v3_12371]	0	0	0	0	0	0	5.28407e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [meta_mOTU_v3_12404]	0	0.0002464096	0	0.0027032341	0.0001572486	0.0003504365	0.0012179419	0.000170707	0	0.0002403464	0	7.17575e-05	0	0.0003762607	0.0030576843	0.0008496868
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [meta_mOTU_v3_12437]	0	0	0	0	0	0	0	0	0	7.10654e-05	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [meta_mOTU_v3_12445]	0	0	0	9.84204e-05	0	0.0009689641	0.0007429674	0.0004840596	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [meta_mOTU_v3_12458]	0.0014072724	0.0013224795	0.0012412883	0.0048119084	0.0011040014	0.0047354465	0.002010622	0.0016075316	0.0037441011	0.0015248445	0.0010254119	0.0008169974	0	0.001452392	0.0062172195	0.0008569388
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [meta_mOTU_v3_12473]	0.0008146258	0.0029521654	0	0.0024485959	0.0009052642	0.0011078827	0.0008218081	0.0024844667	0.0038476031	0.0009481249	0	0.0005997183	0	0.0018693376	0.0010263194	0.0012774748
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [meta_mOTU_v3_12475]	0.0001674719	0.0005122479	0.0003062415	0.0014709105	0.0011581061	0.0003345078	0.0004590076	0.0015761399	0	0.0007449235	0.0002033269	0.0013740671	0	0.0006360245	0.0008348425	0.0015449315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [meta_mOTU_v3_12768]	0.0001969036	0.0003450268	0.0001954187	0.0008097101	0.0015965092	0.0037503915	0.0008765028	0.0006788076	0.0005231598	0.0008700176	0.0006857064	0.0008361702	0	0.0004741569	0.0029033629	0.0030904787
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales fam. incertae sedis|g__Clostridiales gen. incertae sedis|s__Clostridiales species incertae sedis [meta_mOTU_v3_12851]	0.0007210092	0.0009851013	0	0.0011255623	0.0001948627	0.0006609632	0.0002746146	0.0008490519	0.0017619542	0.0016417114	5.73722e-05	0.0008867162	0.0040310905	0.0015409618	0.0034973975	7.18613e-05
