X.mOTUs2_clade	reERR3589553	reERR3589554	reERR3589555	reERR3589556	reERR3589557	reERR3589558	reERR3589559	reERR3589560	reERR3589561	reERR3589562	reERR3589563	reERR3589564	reERR3589565	reERR3589566	reERR3589567	reERR3589568	reERR3589569	reERR3589570	reERR3589571	reERR3589572	reERR3589573	reERR3589574	reERR3589575	reERR3589576	reERR3589577	reERR3589578	reERR3589579	reERR3589580	reERR3589581	reERR3589582	reERR3589583	reERR3589584	reERR3589585	reERR3589586	reERR3589587	reERR3589588	reERR3589589	reERR3589590	reERR3589591	reERR3589592	reERR3589593
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_17232]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70734e-05	0	0	0	0	0	0	7.91263e-05	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_19383]	0	0	0	0	0	0	0	3.83972e-05	0	0	0.0001892899	0	0	0	0.0019427069	0	0	0.0033694382	0	0	5.64674e-05	1.80052e-05	0	0	0	0	0	0	0	0	0	0.000815055	0.0070845653	3.02582e-05	0	0	4.02797e-05	0	0	0	0.0013710176
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_19393]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25636e-05	0	0	0	0	0	0	0	0	2.70967e-05
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_19394]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03431e-05	0	0	2.46263e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81672e-05	1.77019e-05	0	0	0	0	0	0	0	1.12736e-05
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_19403]	0	0	0	0	0	0	0	0	0	0	0.0001306096	0	0	0	0.000154489	0	0	0.0004083598	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002978277	0.0014388782	0	0	0	3.42595e-05	0	0	0	9.29812e-05
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_19408]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98263e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21479]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2771e-06	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21499]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.79575e-05	0.0036305595	0	0	0	0	0	0	0.0001863875	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21503]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5021e-05	0	0	0	0	0	0	1.05607e-05	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21514]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001583035	0.0008071704	0	0	0	0	0	0	0.0001564789	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21515]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003638226	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21532]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11799e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21609]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001090703	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21613]	0	0	0	0	0	0	0	0	0	0	1.38235e-05	0	0	0	1.5641e-05	0	0	1.76056e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37737e-05	0	1.94454e-05	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21626]	0.0005396941	4.78698e-05	0	0	1.40786e-05	0.0001866797	7.6765e-05	0.0082361689	2.93969e-05	0.0007049413	0.0025795498	0	0	0	0.0085333598	0	0	0.0134906404	7.24056e-05	0.0001225115	0.0089301719	0.0162762797	1.78175e-05	2.00475e-05	0	6.24617e-05	0.0025915207	0	0	1.13341e-05	0	0.0003555106	0.0104917084	0.0001194835	0.0002126662	0	0.0009514793	0	0	0	0.0130222794
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21627]	1.37266e-05	0	0	0	0	0	0	0.0004952815	0	5.82504e-05	0.0010995474	0	0	0	0.0015092209	0	0	0.0018455559	0	8.7508e-06	0.0008690339	0.0009335378	0	0	0	0	6.19232e-05	0	0	9.6288e-06	1.8634e-05	0.0024484614	0.0006584568	3.98278e-05	0	0	8.93905e-05	0	2.43588e-05	0	0.000670867
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21644]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91585e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21699]	0	0	0	0	0	0	0	0	0	0	0.0001862434	0	0	0	1.82121e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29731e-05	0.0044352185	0	0	0	0	0	0	1.82055e-05	0	1.02357e-05
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21701]	0	0	0	0	0	0	0	0	0	1.42887e-05	0.0004973486	0	0	0	0.0001232154	0	0	0.000147657	0	0	0	0	0	0	0	0	0	0	0	1.42988e-05	1.29933e-05	0.0045543503	1.93959e-05	0	0	0	0	0	2.03813e-05	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21702]	0	0	0	0	0	0	0	0	0	0	1.2405e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97306e-05	0.0038544436	0	0	0	0	0	0	2.35113e-05	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21703]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001321622	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21704]	0	0	0	0	0	0	0	0	0	0	3.42389e-05	0	0	0	0.0001225461	0	0	0.0003989958	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006433986	0.0002268898	7.8149e-06	0	0	0	0	0	0	6.5997e-05
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21714]	0	0	0	0	0	0	0	1.68102e-05	0	0.0017112857	0.00180471	0.0031683776	2.3442e-05	0	2.32558e-05	0	0	0	0	0	0	0	1.9857e-05	0.0002566422	0	0	0	0	0	0.0049423377	0.0016739931	4.7937e-05	2.47027e-05	1.99139e-05	7.68717e-05	0	1.56161e-05	0	0.0018700368	0.0010149013	4.19302e-05
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21715]	0	0	0	0	0	0	0	0	0	0.0002107195	0.0002762311	0.0001289456	0	0	0	0	0	0	0	0	0	0	0	1.62237e-05	0	0	0	0	0	0.0004899939	0.0026184981	0.0001166769	0	0	0	0	0	0	0.0025376676	6.14692e-05	1.56864e-05
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21729]	0	0	0	0	0	0	0	0	0	0	1.76685e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001076567	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21730]	0	0	0	0	0	0	0	0	0	0	8.4878e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002899572	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21731]	0	0	0	0	0	0	0	0	0	0	2.14605e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004921801	0	0	0	0	0	0	9.5926e-06	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21733]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23983e-05	0.0010007326	0	0	0	0	0	0	1.64208e-05	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21736]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0393e-06	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21758]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3448e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21826]	0	0	0	0	0	0	0	0	0	0	4.9005e-05	0	0	0	6.82694e-05	0	0	3.11745e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017848682	0	0	0	0	0	0	1.06723e-05	0	1.28914e-05
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21848]	0	0	0	0	0	0	0	0	0	0	3.47294e-05	0	0	0	6.84651e-05	0	0	2.86493e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001289543	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21867]	0	0	0	0	0	0	0	0	0	0	0.0001340221	0	0	0	0.0015484141	0	0	0.0017313998	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001225793	0.0030855085	1.53427e-05	0	0	5.45994e-05	0	0	0	0.0003127085
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21873]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3702e-05	0.0003114341	0	0	0	0	0	0	1.57329e-05	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21885]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89112e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21888]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1005e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21901]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001593588	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21946]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38427e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21950]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96529e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21973]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6103e-06	0.000247036	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21976]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.75933e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_21977]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.23931e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_22023]	0	0	0	0	0	0	0	0	0	0	1.79298e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9443e-06	3.40907e-05	0	0	0	0	0	0	1.00512e-05	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_22026]	0	0	0	0	0	0	0	0	0	1.0323e-05	0	0	0	0	1.42584e-05	0	0	1.16724e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_22120]	0.0014929282	0.0002432843	4.04915e-05	6.25462e-05	0.0004422048	0.0009034029	0.0003238785	0.0048207266	0.0029015066	0.0036665425	0.0009492697	0.0043138064	0.0050393541	0.0003813986	0.0006945949	0	0.000295195	0.0004228154	0.0019827267	9.44533e-05	0.0035590984	0.0023110318	0.0071121691	0.0016320056	0.0001690919	0.0007350184	0.0008160681	0.0003395923	7.0879e-05	0.0082510774	0	0	4.69351e-05	7.59777e-05	0.0033738442	0.0001866511	0.0008761922	6.355e-05	0	0.0006943843	0.0004855502
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_22135]	0.0001426828	1.77177e-05	0	0	0	0	0	0.0026033215	1.15038e-05	0.0010319221	0.0034038732	0	0	0	0.0075009455	0	0	0.0093516993	0	1.5658e-05	0.0009795444	0.0007092309	0	1.35474e-05	0	0	0.0008918487	0	0	3.86747e-05	1.00066e-05	7.11577e-05	0.0035673851	0.0001066358	0.000181092	0	0.0008173707	0	0	0	0.0070089939
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_22137]	0	0	0	0	0	0	0	0.0001676527	0	0.000131454	0.0036902038	0	0	0	0.0025827387	0	0	0.0032369131	0	0	0.0001736618	0.0001638713	0	0	0	0	0	0	0	1.98478e-05	9.7375e-06	0.0002285326	0.0049175159	6.11704e-05	1.2441e-05	0	0.0001351743	0	0	0	0.0023349123
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_22138]	0	0	0	0	0	0	0	8.49517e-05	0	1.37366e-05	4.96818e-05	0	0	0	0.0006840232	0	0	0.0018135011	0	0	6.90283e-05	3.93262e-05	0	0	0	0	0	0	0	0	0	1.13068e-05	0.0019647977	0	0	0	4.20614e-05	0	0	0	0.0002926399
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_22139]	5.36289e-05	0	0	0	0	0	0	0.0003254162	0	0.0001943681	0.002472826	0	0	0	0.0036836513	0	0	0.0018972276	0	0	5.98983e-05	1.81118e-05	0	0	0	0	6.65048e-05	0	0	4.02803e-05	0	6.80217e-05	0.0026665175	3.91208e-05	1.26328e-05	0	0.0002227016	0	0	0	0.0030980243
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_22178]	0.0010048842	0.0001818755	1.34972e-05	0	1.43722e-05	1.80954e-05	4.12117e-05	0.0053873944	0.0001322034	0.0016482692	0.000234224	0	0	4.13894e-05	0.00146769	0	2.33198e-05	0.0020222827	2.90599e-05	3.77486e-05	0.0017296543	0.0026864062	1.2264e-05	0.0002126916	0	0.000180725	0.002124056	0	0	5.72579e-05	0	3.17208e-05	0.0001876217	4.04368e-05	0.0002897187	0	0.0006730866	1.60544e-05	0	0	0.0013801219
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_22181]	5.93629e-05	3.05336e-05	0	0	0	0	0	0.0002899209	0	0.0002280331	0.0006903859	0	0	2.18526e-05	0.0019542243	0	0	0.0010036058	0	0	0.0002039666	0.000315408	0	1.29156e-05	0	3.76684e-05	0.0004551851	0	0	1.54343e-05	0	0	0.0001429227	2.45909e-05	2.53693e-05	0	0.0002900763	0	0	0	0.0007459642
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_22185]	7.25547e-05	0	0	0	0	1.14631e-05	0	0.0007989365	0	0.0006864042	0.0023762346	0	0	0	0.0015241814	0	0	0.0018923532	0	0	0.0002674738	0.0003622356	0	2.27704e-05	0	1.2712e-05	0.0002135869	0	0	9.37085e-05	4.7404e-06	0.0002462363	0.0006728924	2.46359e-05	1.75928e-05	0	0.0001389621	0	9.708e-06	0	0.0013481288
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_22299]	0.0001723515	0	0	0	0	9.5216e-06	0	0.0010515546	1.29895e-05	7.16354e-05	7.29054e-05	0	0	0	0.001054196	0	0	0.00414485	1.13472e-05	0	0.0003733766	0.0004823284	0	1.46472e-05	0	0	0.0006860176	0	0	9.4553e-06	0	0	0.000153607	0	1.14795e-05	0	9.72601e-05	0	0	0	0.0002533857
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_22305]	1.84685e-05	0	0	0	0	0	0	9.81731e-05	0	0.0004056453	0.0052003794	2.18486e-05	0	0	0.0013033257	0	0	0.0003232818	0	0	1.27953e-05	0	0	1.80427e-05	0	0	3.52109e-05	0	0	8.66362e-05	0	1.49559e-05	0.0004152848	4.01799e-05	2.78613e-05	0	0.000146876	0	6.0617e-06	0	0.0008606486
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_22307]	0	0	0	0	0	0	0	1.23761e-05	0	1.41881e-05	0.0011733865	0	0	0	0.0023937625	0	0	0.0006287938	0	0	0	0	0	0	0	0	0	0	0	1.49506e-05	0	0.0001636486	0.0002016206	5.5859e-05	0	0	0.0001770576	0	0	0	0.000405629
k__Bacteria|p__Bacteria phylum incertae sedis|c__Bacteria class incertae sedis|o__Bacteria order incertae sedis|f__Bacteria fam. incertae sedis|g__Bacteria gen. incertae sedis|s__Bacteria species incertae sedis [ext_mOTU_v3_22311]	1.59963e-05	0	0	0	0	0	0	3.04971e-05	0	6.9421e-05	0.0007997757	0	0	0	0.0007768136	0	0	0.0001767866	0	0	0	0	0	0	0	0	0	0	0	1.96533e-05	7.8575e-06	9.29932e-05	6.17355e-05	3.94124e-05	4.62233e-05	0	5.88409e-05	0	7.002e-06	0	0.0003269987
