X.mOTUs2_clade	reSRR9697535	reSRR9697536	reSRR9697537	reSRR9697538	reSRR9697539	reSRR9697540	reSRR9697541	reSRR9697542	reSRR9697543	reSRR9697544	reSRR9697545	reSRR9697546	reSRR9697547	reSRR9697548	reSRR9697549	reSRR9697550	reSRR9697551	reSRR9697552	reSRR9697553	reSRR9697554	reSRR9697555	reSRR9697556	reSRR9697557	reSRR9697558	reSRR9697559	reSRR9697560	reSRR9697561	reSRR9697562	reSRR9697563	reSRR9697564	reSRR9697566	reSRR9697567	reSRR9697568	reSRR9697569
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis balhimycina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013287793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis mediterranei	0	0	0	0	0	0	0	0	0	0	0	0.0005150793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis pretoriensis	0	0	0	0	0	0	0	0	0	0	0	0.0021897447	0	0	0	0	0	0	0	0	0	0	0	0	0.0008961532	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis rifamycinica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008465021	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis vancoresmycina/tolypomycina	0	0	0	0	0	0	0	0	0	0	0	0.0006995556	0	0	0	0	0	0	0	0	0	0	0	0	0.0006677531	0	0.0016892784	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Lechevalieria	0	0	0	0.0035290576	0	0	0.0039603849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Lechevalieria|s__Lechevalieria aerocolonigenes	0	0	0	0	0	0	0.0039603849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Lechevalieria|s__Lechevalieria xinjiangensis	0	0	0	0.0035290576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Lentzea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026548669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Lentzea|s__Lentzea albida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006385123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Lentzea|s__Lentzea sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012770246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Lentzea|s__Lentzea waywayandensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00073933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia	0	0	0	0.0041576411	0	0	0.0158054541	0	0.0115588701	0.0017119671	0.0009512325	0.0037913565	0	0.0371415876	0	0	0.0102693412	0.0197971391	0	0	0	0.0035436899	0.0052969347	0	0	0.014864901	0.0008427108	0.0001476555	0	0	0	0.0172130049	0	0.002780334
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardiaceae gen. incertae sedis	0	0	0	0	0	0	0.0097179955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013721462	0.0001951685	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardiaceae gen. incertae sedis|s__Pseudonocardiaceae species incertae sedis [ext_mOTU_v3_18719]	0	0	0	0	0	0	0.0097179955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013721462	0.0001951685	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia autotrophica	0	0	0	0	0	0	0.0158054541	0	0.0115588701	0.0017119671	0	0.0037913565	0	0.0371415876	0	0	0.0102693412	0.0197971391	0	0	0	0.0035436899	0.0052969347	0	0	0	0	0.0001476555	0	0	0	0	0	0.002780334
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia autotrophica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014864901	0	0	0	0	0	0.0089674507	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia sp. 73-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008427108	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia sp. SCN 73-27	0	0	0	0.0041576411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia species incertae sedis [ext_mOTU_v3_27707]	0	0	0	0	0	0	0	0	0	0	0.0009512325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0082455542	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales	0	0	0	0.1963782568	0	0	0.072166786	0.0096523375	0.0164793742	0.0054335114	0.0027524954	0.067989837	0	0	0.0068717152	0	0.0342167467	0.2209377205	0	0	0.0264585369	0.0042207715	0.0104578798	0	0.006356623	0.0537065279	0.042543942	0	0.008701617	0	0.0492134767	0.0090053834	0.012303557	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae	0	0	0	0.1963782568	0	0	0.072166786	0.0096523375	0.0164793742	0.0054335114	0.0027524954	0.067989837	0	0	0.0068717152	0	0.0342167467	0.2209377205	0	0	0.0264585369	0.0042207715	0.0104578798	0	0.006356623	0.0537065279	0.042543942	0	0.008701617	0	0.0492134767	0.0090053834	0.012303557	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces	0	0	0	0.1963782568	0	0	0.072166786	0.0096523375	0.0164793742	0.0054335114	0.0027524954	0.0673164999	0	0	0.0068717152	0	0.0342167467	0.2209377205	0	0	0.0264585369	0.0042207715	0.0104578798	0	0.006356623	0.0537065279	0.042543942	0	0.008701617	0	0.0492134767	0.0090053834	0.012303557	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces alni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016546064	0	0.0037760619	0	0	0	0	0	0	0	0	0	0.0039476721	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces ambofaciens	0	0	0	0.0030094418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042207715	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces caelestis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017133592	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces fulvoviolaceus	0	0	0	0	0	0	0.0028624564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces griseoruber	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018836296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces griseorubiginosus	0	0	0	0	0	0	0.015134867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces griseus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018745866	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces guanduensis	0	0	0	0.0068606854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015723422	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces jietaisiensis/griseoaurantiacus	0	0	0	0.1056202978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces luteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043696183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces malaysiense/griseofuscus	0	0	0	0.0020270207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces monomycini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006778831	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces olivaceus/pactum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0099593233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces parvulus	0	0	0	0.0106742047	0	0	0	0	0	0	0	0.0035483436	0	0	0	0	0	0.0281698763	0	0	0	0	0	0	0	0	0.0034448614	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces prunicolor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015379473	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces qinglanensis	0	0	0	0.0186646331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces rubidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028668531	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces seoulensis	0	0	0	0	0	0	0	0	0	0	0	0.0043079221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047962991	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. 3214.6	0	0	0	0	0	0	0.0048318902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. M41(2017)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043924468	0	0	0	0	0	0	0	0	0.0011500627	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp.	0	0	0	0.0217096813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp.	0	0	0	0.0036426164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020374651	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp.	0	0	0	0	0	0	0.0087231662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp.	0	0	0	0	0	0	0.0108350313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012139012	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp.	0	0	0	0	0	0	0.0297793749	0.0096523375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034293626	0.0333318769	0	0	0	0	0.0492134767	0.0090053834	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0087848935	0	0	0	0	0	0	0	0	0.0043292578	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp.	0	0	0	0.0069859794	0	0	0	0	0.0058755586	0	0	0.0126778983	0	0	0.0013066599	0	0.0040788103	0.0128792035	0	0	0	0	0.0032135573	0	0	0	0.0034057677	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021466654	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp.	0	0	0	0	0	0	0	0	0.0046333248	0	0	0.0035082171	0	0	0	0	0	0.0167678962	0	0	0	0	0	0	0	0	0.001939593	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp.	0	0	0	0.0109008668	0	0	0	0	0.0059704908	0.0035062026	0	0.0251775407	0	0	0.0026627321	0	0.0063764634	0.0663485196	0	0	0.0132117462	0	0.0072443225	0	0	0	0.0072015494	0	0.0020307312	0	0	0	0.0047275243	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049354934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces xiamenensis	0	0	0	0.0062828295	0	0	0	0	0	0.0019273088	0.0027524954	0.0180965781	0	0	0.0012477168	0	0.0199854111	0.0624468199	0	0	0.0132467906	0	0	0	0	0	0.0083234868	0	0	0	0	0	0.0075760326	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomycetaceae gen. [Streptomyces/Kitasatospora]	0	0	0	0	0	0	0	0	0	0	0	0.0006733372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomycetaceae gen. [Streptomyces/Kitasatospora]|s__Streptomycetaceae sp.	0	0	0	0	0	0	0	0	0	0	0	0.0006733372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales	0	0	0	0.0016243013	0	0	0	0	0	0	0.0044042385	0.0086566269	0	0	0	0	0	0.0039325442	0	0	0.0066941869	0.0014325986	0.0048415601	0	0.0012964965	0	0.0028640752	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Nocardiopsaceae	0	0	0	0	0	0	0	0	0	0	0	0.0086566269	0	0	0	0	0	0.0039325442	0	0	0	0	0.0048415601	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Nocardiopsaceae|g__Nocardiopsis	0	0	0	0	0	0	0	0	0	0	0	0.0086566269	0	0	0	0	0	0.0039325442	0	0	0	0	0.0048415601	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Nocardiopsaceae|g__Nocardiopsis|s__Nocardiopsis prasina	0	0	0	0	0	0	0	0	0	0	0	0.0067563917	0	0	0	0	0	0.0039325442	0	0	0	0	0.0048415601	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Nocardiopsaceae|g__Nocardiopsis|s__Nocardiopsis valliformis	0	0	0	0	0	0	0	0	0	0	0	0.0019002352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028640752	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae|g__Microbispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028640752	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae|g__Microbispora|s__Microbispora rosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028640752	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiales fam. incertae sedis	0	0	0	0	0	0	0	0	0	0	0.0044042385	0	0	0	0	0	0	0	0	0	0.0066941869	0.0014325986	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiales fam. incertae sedis|g__Streptosporangiales gen. incertae sedis	0	0	0	0	0	0	0	0	0	0	0.0044042385	0	0	0	0	0	0	0	0	0	0.0066941869	0.0014325986	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiales fam. incertae sedis|g__Streptosporangiales gen. incertae sedis|s__Streptosporangiales species incertae sedis [ext_mOTU_v3_15034]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014325986	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiales fam. incertae sedis|g__Streptosporangiales gen. incertae sedis|s__Streptosporangiales species incertae sedis [ext_mOTU_v3_29098]	0	0	0	0	0	0	0	0	0	0	0.0022361598	0	0	0	0	0	0	0	0	0	0.0066941869	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiales fam. incertae sedis|g__Streptosporangiales gen. incertae sedis|s__Streptosporangiales species incertae sedis [ext_mOTU_v3_31992]	0	0	0	0	0	0	0	0	0	0	0.0021680787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Thermomonosporaceae	0	0	0	0.0016243013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012964965	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Thermomonosporaceae|g__Actinomadura	0	0	0	0.0016243013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012964965	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Thermomonosporaceae|g__Actinomadura|s__Actinomadura latina	0	0	0	0.0016243013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012964965	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0	0	0.0031694973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	0	0	0.0031694973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0	0	0.0031694973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae gen. incertae sedis	0	0	0.0031694973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae gen. incertae sedis|s__Eggerthellaceae species incertae sedis [ext_mOTU_v3_26278]	0	0	0.0031694973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	0	0.0025715411	0	0.0026487905	0.0085155163	0	0.0459212231	0	0	0	0.0095546548	0	0	0	0.0012537637	0.0066653058	0	0	0	0	0	0	0	0	0.0038662654	0.021729798	0.0046335327	0.0004721806	0	0	0	0	0	0.0006621652
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	0	0.0025715411	0	0.0026487905	0.0085155163	0	0.0459212231	0	0	0	0.0095546548	0	0	0	0.0012537637	0.0066653058	0	0	0	0	0	0	0	0	0.0038662654	0.021729798	0.0046335327	0.0004721806	0	0	0	0	0	0.0006621652
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae	0	0	0	0	0.0040799024	0	0	0	0	0	0.0038699717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013446533	0.0002328174	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter	0	0	0	0	0.0040799024	0	0	0	0	0	0.0038699717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013446533	0.0002328174	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter|s__Conexibacter woesei	0	0	0	0	0.0040799024	0	0	0	0	0	0.0038699717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002328174	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__Conexibacter|s__Conexibacter woesei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013446533	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae	0	0.0025715411	0	0	0	0	0.0180043181	0	0	0	0.0022354547	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020844226	0.021729798	0.0008524419	0	0	0	0	0	0	0
