Taxonomy	reERR5005154	reERR5005155	reERR5005156	reERR5005157	reERR5005158	reERR5005159	reERR5005160	reERR5005161	reERR5005162	reERR5005163	reERR5005164	reERR5005165	reERR5005166	reERR5005167	reERR5005168	reERR5005169	reERR5005170	reERR5005171	reERR5005283	reERR5005284	reERR5005285	reERR5005286	reERR5005287	reERR5005288	reERR5005289	reERR5005290	reERR5005291	reERR5005292	reERR5005293	reERR5005301	reERR5005302	reERR5005303	reERR5005304	reERR5005305	reERR5005306	reERR5005307	reERR5005308	reERR5005309	reERR5005310	reERR5005311	reERR5005312	reERR5005313	reERR5005314	reERR5005315	reERR5005316	reERR5005317	reERR5005318	reERR5005319	reERR5005320	reERR5005321	reERR5005322	reERR5005323	reERR5005324	reERR5005325	reERR5005326	reERR5005327	reERR5005328	reERR5005329	reERR5005330	reERR5005331	reERR5005334	reERR5005335
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella sp004554665	0	0	0	0	0	0	0	0	0	0	0	0	0.743922819761481	0	0	0	0.000140292872879365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190576095180041	0	0	0	0	0	0.000322648037810031	0	0	0	0	5.74361890873896e-05	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella sp017623335	0	0	0	0	0	0	0	0	0	0	0	0	0.000149055012895897	0	0	0	0	2.43861680109907e-05	0.0181034498701842	6.3510330386813e-05	1.73701686707393	0.00252708692337889	0.00089763909145798	0	0.000136904190285755	0	3.17742245318132e-05	0.000122846793356205	0.00152467350283632	0.000478209461216773	1.90965199747478e-05	1.53341894690941e-05	0	0	0	0	4.82151392806221e-06	0	0	0	0	0	0	0	0	0.00013561881349729	0	0	2.93566002654663e-05	0	0	0	0.000152856645345314	4.8084733181017e-05	0	0	0	0.000599863471466884	0	2.21188712337887e-05	0.000234518091386891	0.000373276400496683
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella sp900548195	0	0	0	0	0	0	0	0	0	0	0	0	0.00525688744688478	0	0	0	3.812059986898e-05	7.45611216841866e-05	0.000262549463631932	0.000242729888416655	0.000112128706698259	0.925903745599006	0	0	5.97981257617063e-06	0	9.71502296166189e-06	0.00179977947426801	5.95474550941849e-05	0.0139783488333316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196961989040573	0	0	0.0807824722308506	0	3.86534134323291e-06	0	0.0131422133052974	0	0	0	0	0	0	0	3.87590830315364e-05	3.6816094068393e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella sp900551275	0	0	0	0	0	0	0	0	0	0	0	0	0.00335755688502129	0	0	0	5.19413395984179e-06	0	0.000189390479454887	0.000207258939117293	0.000192986919464617	0.391780879165403	5.78855533212935e-05	0	7.82189938638016e-05	0.00056482184346909	3.97117024857256e-06	0.0165178062219519	0.00541760445630089	1.11128520331521	1.79002477068468e-05	0	2.70902902290895e-05	0	0	0	0.000204882983038961	0	2.04892801163336e-05	0	0	0	0	0	0	8.47487869873777e-05	0	0	0	0	6.63608311933753e-05	0	3.82083132624782e-05	0	6.65538422168681e-05	0	0	0	0	0	0.000546597025158333	0.00159521142348925
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Prevotella|s__Prevotella sp902797505	0	0	0	0	0	0	0	0	0	0	0	1.3077094899246e-05	4.79972962306683e-05	0	0	0	0	0	0	1.32711954443366	0	0.00118728139723266	2.77621633834011e-06	0	0.000344661436794536	0	0	0	0	7.25247147525148e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000110859514297327	0	0	0	0.000184714723714482	0	0	0	0	0	0	0	3.19139511393534e-05	7.57852698865795e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__RUG11857	0	0	0	0	0	0	0	0	0	0	0	0	0.000113033408813113	0	0	0	5.42073635979023e-06	0	2.73544859003529e-05	1.380644309135e-05	0	1.42800440999287e-05	0	0	2.55098195472702e-05	0	2.15089984100194e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.802706336288628	7.3241840690409e-05	0	1.74201196217423	0	0	0	0.00037558410668121	0	0	0	0	0	0	0	1.71624721544974e-05	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__UBA1179	0	0	0	0.000680228579565764	2.96558243589533e-05	0	0	0	0.00484281433298665	0	0.0160467272490005	1.03527575205165e-05	0.000531138996298733	0.00298586817132775	0.00280862581114287	0	0.88155586837455	0	0	0.00135018666859614	0	0	2.96709766011826e-05	1.9846335470455e-05	1.47086314479149	0	0	2.85200279507587e-05	0	0	0.000133003052475977	1.0679924977595e-05	0	2.88023211331997e-05	0	0	1.34323127111265e-05	0	1.14180129367652e-05	0	0	0	0	0	0	2.36138785917041e-05	0	0	4.38821343427214e-05	4.17053812046956e-06	0	0	0	0	4.94510708109485e-05	0	0.000109021041655096	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__UBA3839	0	0	0	0	0	0	0	0	0	0	0	0	0.00718571704737618	0	0	0	0	0	0	3.60184478904859	0	5.87908970724918e-05	0	0	0.000150755698472398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198342548163735	0	0	0.000121225510936457	0	0	0	0.000269315471347739	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__UBA3839|s__UBA3839 sp900314125	0	0	0	0	0	0	0	0	0	0	0	0	0.00718571704737618	0	0	0	0	0	0	3.60184478904859	0	5.87908970724918e-05	0	0	0.000150755698472398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198342548163735	0	0	0.000121225510936457	0	0	0	0.000269315471347739	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__UBA4334	0	0	0	0	0	0	0	0	0	0	0	0	0.000118919106405617	0	0	0	0	0	0.0614195335179288	2.2695860071141e-05	0.146281073065325	0.0114473935686598	0.295424345262286	0	0	0	0	4.39001594735793e-05	7.15864892043098e-05	0.00012353601716656	0	1.64393390669804e-05	0	0.000133004058741437	0	0	0	0	0	0	0	0	0	0	0	0.000181741237728691	0	0	6.29447166530047e-05	0	0	0	0.000150763315427558	0	0	1.19649145831709e-05	0	1.82438638736065e-05	0	0	0.00020385408077392	5.16359722813318e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__UBA4372	0	0	0	0	0	0	0	0	0	0	0	0	0.000122119320955379	0	0	0	0	0	0	1.84407196386742	0	0	1.6187223411389e-05	0	0.000384696741295525	0	0	0	0	0	0	0	0	0	0	0	7.07747646422466e-06	0	0	0	0	0	0	0	0	0.000510127601686915	0	0	0.00118504123187918	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__UBA4372|s__UBA4372 sp902778625	0	0	0	0	0	0	0	0	0	0	0	0	0.000122119320955379	0	0	0	0	0	0	1.84407196386742	0	0	1.6187223411389e-05	0	0.000384696741295525	0	0	0	0	0	0	0	0	0	0	0	7.07747646422466e-06	0	0	0	0	0	0	0	0	0.000510127601686915	0	0	0.00118504123187918	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__UBA6382	0	0	0	0	0	0	0	0	0	0	0	0	0.000288867875168053	0	0	0	6.49369652026868e-05	0	5.2616804816814e-05	0.000110261589950061	3.01589855275634e-05	0	0	0	0.000101863790840648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.540315001966081	1.30240273034605e-05	0	2.46440061144341	0	0	0	0.0758714454725101	0	0	0	0	0	0	0	0.000643739816238079	0.00175601412290938
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae	0	0	0	0.00122717052336058	0	0	0	0	0.00523443474414473	0	0.0144490587606737	0	0.00309567716756197	1.3414319305875	4.50393441303428	0.00396895832850586	1.82067944710035	0.00693135978105413	0.000164945341666194	0	0	4.64909622539997e-06	0	0	1.02184587404701e-05	0.00019071312364691	8.30064153616282e-06	0	0.000116241341826148	0	0.00397504562083494	6.0338295684149e-06	0.00014328858942636	1.62724267499132e-05	0	8.49511470848091e-06	7.58884409568594e-06	1.7377587718282e-05	1.07068042248281e-05	0	1.92327516244636e-05	0.000238872007805352	0	0.00071283430677042	4.2057652225249e-05	3.03133585865023e-05	0	0	8.15865715140979e-05	0	0	0	5.46661417624028e-06	0	0	5.35734083381659e-06	0	0	0	0	2.48371971778736e-05	3.14561479503805e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas	0	0	0	6.37858291970625e-05	0	0	0	0	2.42195393063641e-05	0	4.70225117254886e-05	0	0.000181110998784008	5.74602955779563e-05	3.46422461693161	0.000140579178598326	0.00226366605569226	0.00382235932582157	0.000164945341666194	0	0	4.64909622539997e-06	0	0	1.02184587404701e-05	0.00019071312364691	8.30064153616282e-06	0	0	0	0	0	0	0	0	0	0	0	1.07068042248281e-05	0	1.92327516244636e-05	0.00015610528184439	0	0.00071283430677042	4.2057652225249e-05	0	0	0	5.75179927554362e-05	0	0	0	0	0	0	2.42963775518927e-06	0	0	0	0	2.48371971778736e-05	3.14561479503805e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Dysgonomonas|s__Dysgonomonas massiliensis	0	0	0	6.37858291970625e-05	0	0	0	0	2.42195393063641e-05	0	4.70225117254886e-05	0	0.000181110998784008	5.74602955779563e-05	3.46422461693161	0.000140579178598326	0.00226366605569226	0.00382235932582157	0.000164945341666194	0	0	4.64909622539997e-06	0	0	1.02184587404701e-05	0.00019071312364691	8.30064153616282e-06	0	0	0	0	0	0	0	0	0	0	0	1.07068042248281e-05	0	1.92327516244636e-05	0.00015610528184439	0	0.00071283430677042	4.2057652225249e-05	0	0	0	5.75179927554362e-05	0	0	0	0	0	0	2.42963775518927e-06	0	0	0	0	2.48371971778736e-05	3.14561479503805e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Fermentimonas	0	0	0	0.0010760631100659	0	0	0	0	0.00503614574511534	0	0.0136295611840997	0	0.000497175500248677	1.32875993804336	0.156986801652285	0.00382837914990753	1.70212841303465	0.00310900045523256	0	0	0	0	0	0	0	0	0	0	9.63410067460919e-05	0	0.00397504562083494	6.0338295684149e-06	0.00014328858942636	1.62724267499132e-05	0	8.49511470848091e-06	7.58884409568594e-06	1.7377587718282e-05	0	0	0	8.27667259609612e-05	0	0	0	0	0	0	2.40685787586617e-05	0	0	0	0	0	0	2.92770307862732e-06	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Fermentimonas|s__Fermentimonas sp012513315	0	0	0	0.0010760631100659	0	0	0	0	0.00499053941610147	0	0.0135705310455633	0	0.000480123549561069	0.021835592062678	0.154214088884379	0.00382837914990753	1.68681586884503	0.00310900045523256	0	0	0	0	0	0	0	0	0	0	9.63410067460919e-05	0	0.00397504562083494	6.0338295684149e-06	0.00014328858942636	1.62724267499132e-05	0	8.49511470848091e-06	7.58884409568594e-06	1.7377587718282e-05	0	0	0	8.27667259609612e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92770307862732e-06	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Proteiniphilum	0	0	0	8.73215840976174e-05	0	0	0	0	0.000174069459723022	0	0.000772475064848582	0	0.00241739066852929	0.0126145322485552	0.882722994450382	0	0.116287368010012	0	0	0	0	0	0	0	0	0	0	0	1.99003350800558e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03133585865023e-05	0	0	0	0	0	0	5.46661417624028e-06	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__Proteiniphilum|s__Proteiniphilum sp012799155	0	0	0	8.73215840976174e-05	0	0	0	0	0.000174069459723022	0	0.000772475064848582	0	0.00241739066852929	0.0126145322485552	0.882722994450382	0	0.116287368010012	0	0	0	0	0	0	0	0	0	0	0	1.99003350800558e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03133585865023e-05	0	0	0	0	0	0	5.46661417624028e-06	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__F082	0	0	0	0	0	0	0	0	0	0	0	0	1.22817205052489e-05	0	0	0	0	0	0	0.0326396417666746	0	0.000163940502947821	0.000122369695500435	0	6.89571994614477	1.23170205119701e-05	0	0	9.85774031814534e-05	1.83415640982742e-05	0	0	0	5.49455415500457e-05	0	0	0	0	0	0	0	0	0	0	0	0.405531058344143	0	0	1.91692774747327	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__F082|g__Limimorpha	0	0	0	0	0	0	0	0	0	0	0	0	1.22817205052489e-05	0	0	0	0	0	0	0.0326396417666746	0	0.000163940502947821	0.000122369695500435	0	6.89571994614477	1.23170205119701e-05	0	0	9.85774031814534e-05	1.83415640982742e-05	0	0	0	5.49455415500457e-05	0	0	0	0	0	0	0	0	0	0	0	0.405531058344143	0	0	1.91692774747327	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__G3-4614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049037108658817	0	0	0	0	0	3.1208033686034	0.000267821275154263	0	7.79415430054827e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__G3-4614|g__Caccoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049037108658817	0	0	0	0	0	3.1208033686034	0.000267821275154263	0	7.79415430054827e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae	0.00233289713341961	0.000339693440361453	6.36757822130308e-05	0.000195475361303498	1.47595424527446	0.000356493901957381	0.00109292761265183	0.00146285492760723	0	0.000430351975802188	0	0.000133409999219557	0	0	2.66878080185613e-05	0.00027578843199553	0	0	0	0	6.77087426011698e-06	1.7655718645366e-05	1.22097653628381e-05	0	0	4.85897761701723e-05	0	0	0	3.35543741635242e-05	0.0315436910069665	0	0.0525364450308794	0	0.011271377356043	0.00345422819980983	2.38972823499825	0.000958567930824962	1.51125340490929	0	0.00108468696795616	8.1955145834946	0.00206947606169443	9.23325324861307e-05	0.00067287140284628	0	0	0	0	0	0.000432917735330634	0	0	0	0	0	0	0	0	1.93978401859517e-05	8.1295772881919e-05	5.61006506107167e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter	0	0	0	0	0	0.000356493901957381	0	0	0	0.000430351975802188	0	4.03350992571809e-06	0	0	2.66878080185613e-05	0.00027578843199553	0	0	0	0	6.77087426011698e-06	1.7655718645366e-05	1.22097653628381e-05	0	0	4.85897761701723e-05	0	0	0	3.35543741635242e-05	0.0315436910069665	0	0.0525364450308794	0	0.011271377356043	0.00345422819980983	2.38972823499825	0.000958567930824962	1.51125340490929	0	0.00108468696795616	8.1955145834946	0.00206947606169443	9.23325324861307e-05	0.00067287140284628	0	0	0	0	0	0.000432917735330634	0	0	0	0	0	0	0	0	1.93978401859517e-05	8.1295772881919e-05	5.61006506107167e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Odoribacter|s__Odoribacter massiliensis	0	0	0	0	0	0	0	0	0	0.000430351975802188	0	4.03350992571809e-06	0	0	2.66878080185613e-05	0.00027578843199553	0	0	0	0	0	8.29145779095977e-06	1.02755814586445e-05	0	0	4.85897761701723e-05	0	0	0	3.35543741635242e-05	0.0160650043988676	0	0.0260902136707246	0	0.0112589475380151	4.40062284658885e-05	0.00350434682858071	0	1.5106382163645	0	0	2.7840687578956e-05	0.000289958591363392	6.29360645466791e-06	0.00037503982635089	0	0	0	0	0	0.000432917735330634	0	0	0	0	0	0	0	0	0	5.90613923113244e-05	5.61006506107167e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__RGIG9079	0.00233289713341961	0.000339693440361453	6.36757822130308e-05	0.000195475361303498	1.47595424527446	0	0.00109292761265183	0.00146285492760723	0	0	0	0.000129376489293838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinilabiliaceae	0	0	0	0.000695023069954159	0	0	0	0	0.0120093739596125	0	0.0425067047443111	0	0.0109815098494371	0.835856898370468	0.106000472790604	0	4.27278730480757	0.000163330144171034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.86255684743742e-06	0	0	0	0	0	0	0	0	0	4.91550963600454e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinilabiliaceae|g__Geofilum	0	0	0	0.000695023069954159	0	0	0	0	0.0120093739596125	0	0.0425067047443111	0	0.0109815098494371	0.835856898370468	0.106000472790604	0	4.27278730480757	0.000163330144171034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.86255684743742e-06	0	0	0	0	0	0	0	0	0	4.91550963600454e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinilabiliaceae|g__Geofilum|s__Geofilum sp002427105	0	0	0	0	0	0	0	0	5.62149590116721e-05	0	0.000130970380691575	0	0	0.65977247045518	6.66864801204599e-05	0	0.00903150903294632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinilabiliaceae|g__Geofilum|s__Geofilum sp012838865	0	0	0	0.000695023069954159	0	0	0	0	0.0119531590006008	0	0.0423757343636195	0	0.0109815098494371	0.176084427915288	0.105933786310483	0	4.26375579577462	0.000163330144171034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.86255684743742e-06	0	0	0	0	0	0	0	0	0	4.91550963600454e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__ML635J-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.869230689015946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__ML635J-15|g__Bact-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.869230689015946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	1.0153311687445	0.00237540441473587	0.000352301994716087	0.00568661506261992	0.131036251587586	0	0.0143588463036663	0.0121834345162807	0.000266999467479475	0.000302875616049045	0.000676151100731147	0.00205530266404855	0.0153794340740341	0	3.50858030293062e-05	0.000135359768863206	1.91927280907627e-05	0	0.00114689990377707	3.24294982795092	10.4156849662452	0.728080352735271	24.698781184413	1.36524348440163e-05	0.00125947183213247	0.000657472119092952	4.80576784259551e-05	9.4553951840307e-05	7.90023277571064e-05	0.00169750619404783	0.000290261169275508	5.26386667449099e-06	0.000617930126746219	0.000211084546426034	0.0107482124348228	1.73312344752256	0.000582958050038644	0	0.211775674306213	0	2.32443700572735e-05	3.84568729736624e-05	0.000529446401567601	7.7993103027256e-05	0.000270877670706014	0.000215027796327648	0	0	0.000169466118642231	0	0	0	0.00024603981900023	0	4.20020685495983e-05	2.57705204454076e-05	1.68361434291719e-05	0.000128296574828021	0	4.09011995688692e-05	9.08952947732831e-05	6.1461784839934e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Amulumruptor	0	0	0	0	0	0	0	0	0	0	0	0	4.36902683015839e-05	0	0	0	0	0	0.00064938177418224	0	9.79334624988762	6.28053222467806e-05	0.000122311306606859	0	0	3.50526739711493e-05	4.80576784259551e-05	0	0	0	2.40691532608555e-05	0	7.64952950358769e-05	0	2.38187886855362e-05	1.36054721856865e-05	1.21540215533864e-05	0	3.09942401538946e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85319422452017e-05	0	0	0	0	0.00010724322865686	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000124559905773952	3.3778226946699e-05	5.64860688956301	0	0	1.3196525292612e-05	0	0	0	0.00043100745388739	0	0	0	0	0	0	0	0	0	0	1.41685359305213e-05	0	0	0	0	0	0	0	0	0	0	0	7.49054711730686e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__CAG-873	0	0	1.52428762316452e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.37880715699139e-05	0	0	3.58243845491808e-05	0	1.82523367482922e-05	0	9.87271021017344	1.36524348440163e-05	0	0	0	0	7.90023277571064e-05	0.000363899987943851	0	0	1.66160295450567e-05	0	0	0	0	0	0	0	0	0	0	2.19837631813195e-05	0	0	0	0	0	0	0	0	2.16820187249693e-05	0	4.20020685495983e-05	0	1.68361434291719e-05	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42766863070317e-05	0	4.63049082648305	0	0	0	0	0	0	0.000223734239259481	0	0	0	0	0	9.98045009331625e-06	0	0	0	0	9.07583412675222e-06	0	0	0	5.95403532698047e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09011995688692e-05	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__HGM05190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143161602196944	0	0.622133365742208	0	0.657136550441562	0	0	0	0	0	0	3.34493432854951e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33229011271559e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__HGM05190|s__HGM05190 sp900759815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143161602196944	0	0.622133365742208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33229011271559e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__HGM05232	0	0	0	0	0	0	0	0	0	0.000131529466092989	0	0	0	0	3.50858030293062e-05	0	0	0	0	0	0	9.77452978619757e-06	0	0	0	0.000496842736549853	0	0	0	7.91123196879038e-06	0.000222096813022073	5.26386667449099e-06	0.00043472814981439	0.000211084546426034	0.0107243936461373	1.73309986160029	0.000537404387764762	0	0.211706825325973	0	0	3.84568729736624e-05	0.000529446401567601	4.45159671348717e-05	0.000148494272209863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23527316267177e-05	6.1461784839934e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33220440811946e-06	0	3.18391095813143e-05	0	2.34456978137571	0	0	0	0	0	0	0.000161710879946686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28430452263466e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.1053346171161e-05	0	0	0	0
