bin_id	completeness	contamination	strain_heterogeneity	quality	keep	n50
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.11	79.64	1.72	100.0	medium_quality	keep	37517
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.12	93.52	1.85	50.0	high_quality	keep	25847
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.13	97.74	5.86	0.0	medium_quality	keep	200198
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.14	75.41	6.05	35.14	medium_quality	keep	14179
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.15	91.61	9.75	5.0	medium_quality	keep	14007
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.16	42.59	0.0	0.0	low_quality	reject	3417
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.17	24.56	1.75	0.0	low_quality	reject	2344
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.18	26.88	0.0	0.0	low_quality	reject	2989
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.19	98.45	5.7	0.0	medium_quality	keep	59822
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.2	86.73	1.23	40.0	medium_quality	keep	6806
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.20	63.97	17.24	46.15	low_quality	reject	6140
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.21	44.31	0.0	0.0	low_quality	reject	3401
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.22	12.28	0.0	0.0	low_quality	reject	2202
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.23	81.24	51.64	13.94	low_quality	reject	3030
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.24	64.39	8.83	12.9	medium_quality	keep	3349
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.25	77.34	1.65	12.5	medium_quality	keep	4627
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.26	0.0	0.0	0.0	low_quality	reject	2141
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.27	59.69	1.71	0.0	medium_quality	keep	10304
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.28	76.79	3.85	20.0	medium_quality	keep	5496
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.29	60.43	5.23	0.0	medium_quality	keep	5044
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.3	62.21	18.97	16.67	low_quality	reject	7755
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.30	98.28	10.66	12.5	low_quality	reject	64389
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.31	52.27	3.18	14.29	medium_quality	keep	2783
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.32	29.48	0.0	0.0	low_quality	reject	2466
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.33	5.96	0.0	0.0	low_quality	reject	2035
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.34	95.26	3.02	0.0	high_quality	keep	272605
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.35	100.0	302.86	22.59	low_quality	reject	13878
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.36	97.79	5.21	25.0	medium_quality	keep	75429
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.37	80.5	7.76	80.0	medium_quality	keep	27550
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.38	74.52	4.77	18.18	medium_quality	keep	7374
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.39	92.86	2.01	0.0	high_quality	keep	29716
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.4	0.0	0.0	0.0	low_quality	reject	1804
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.40	67.99	35.34	24.0	low_quality	reject	3604
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.41	100.0	0.0	0.0	high_quality	keep	133149
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.42	70.74	2.62	0.0	medium_quality	keep	3992
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.43	80.13	3.06	28.57	medium_quality	keep	6515
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.44	84.09	68.1	11.29	low_quality	reject	3179
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.45	34.38	1.08	0.0	low_quality	reject	8912
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.46	70.6	1.71	33.33	medium_quality	keep	4997
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.47	10.34	0.0	0.0	low_quality	reject	1933
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.48	98.65	1.55	8.33	high_quality	keep	71355
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.49	46.73	13.21	0.0	low_quality	reject	13060
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.5	37.41	0.0	0.0	low_quality	reject	10143
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.50	90.67	122.95	3.63	low_quality	reject	4444
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.51	17.93	0.0	0.0	low_quality	reject	2130
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.52	68.02	31.9	2.06	low_quality	reject	2491
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.53	0.47	0.0	0.0	low_quality	reject	11263
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.54	89.18	99.09	12.3	low_quality	reject	4100
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.55	69.21	3.77	25.0	medium_quality	keep	4248
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.6	94.02	1.28	0.0	high_quality	keep	21800
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.7	86.72	2.93	0.0	medium_quality	keep	11045
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.8	70.69	0.0	0.0	medium_quality	keep	17748
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_2.bin.9	99.66	1.19	0.0	high_quality	keep	35297
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.6.mut_rate.0_sample_3.bin.17	83.2	9.61	4.35	medium_quality	keep	5384
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.6.mut_rate.0_sample_3.bin.35	57.24	2.59	50.0	medium_quality	keep	7590
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.6.mut_rate.0_sample_3.bin.42	81.87	6.02	13.64	medium_quality	keep	7082
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.1	90.43	1.99	25.0	high_quality	keep	21352
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.10	70.45	9.31	12.5	medium_quality	keep	5211
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.11	98.77	4.51	32.26	high_quality	keep	72475
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.12	73.85	3.7	57.14	medium_quality	keep	7615
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.13	73.96	42.8	5.08	low_quality	reject	3090
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.14	0.0	0.0	0.0	low_quality	reject	1899
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.15	35.34	0.0	0.0	low_quality	reject	4292
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.16	38.1	0.86	0.0	low_quality	reject	2451
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.17	1.83	0.0	0.0	low_quality	reject	17021
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.18	92.32	6.19	6.25	medium_quality	keep	11626
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.19	83.39	30.75	77.67	low_quality	reject	6613
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.2	92.26	7.74	9.09	medium_quality	keep	13385
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.20	45.14	6.03	25.0	low_quality	reject	2959
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.21	43.65	10.86	0.0	low_quality	reject	14681
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.22	1.85	0.0	0.0	low_quality	reject	12633
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.23	96.08	2.22	0.0	high_quality	keep	21005
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.24	98.92	1.2	20.0	high_quality	keep	22420
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.25	75.32	5.18	12.5	medium_quality	keep	3576
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.26	0.0	0.0	0.0	low_quality	reject	2401
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.27	47.63	9.48	0.0	low_quality	reject	2487
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.28	78.25	1.75	0.0	medium_quality	keep	13722
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.29	88.23	40.91	19.88	low_quality	reject	6435
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.3	57.12	0.85	0.0	medium_quality	keep	7425
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.30	98.25	73.47	19.42	low_quality	reject	8704
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.31	87.48	2.98	75.0	medium_quality	keep	17982
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.32	98.92	1.78	7.14	high_quality	keep	82715
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.33	21.12	0.0	0.0	low_quality	reject	1926
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.34	86.72	2.9	83.33	medium_quality	keep	5989
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.35	92.18	3.42	54.17	high_quality	keep	15102
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.36	10.34	0.0	0.0	low_quality	reject	3843
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.37	98.45	8.44	2.78	medium_quality	keep	163786
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.38	53.68	0.49	0.0	medium_quality	keep	4953
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.39	99.22	279.8	26.8	low_quality	reject	10541
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.4	58.71	18.97	0.0	low_quality	reject	2732
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.40	52.59	0.0	0.0	medium_quality	keep	3520
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.41	99.51	0.0	0.0	high_quality	keep	100726
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.42	42.26	0.0	0.0	low_quality	reject	3112
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.43	1.4	0.0	0.0	low_quality	reject	9244
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.44	21.9	0.0	0.0	low_quality	reject	2553
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.45	60.52	5.17	0.0	medium_quality	keep	6768
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.46	95.26	2.59	0.0	high_quality	keep	135996
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.47	80.8	12.53	7.22	low_quality	reject	4243
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.48	95.83	3.81	0.0	high_quality	keep	79126
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.49	98.12	3.7	0.0	high_quality	keep	15354
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.5	0.0	0.0	0.0	low_quality	reject	2087
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.50	0.0	0.0	0.0	low_quality	reject	1896
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.51	61.89	2.2	100.0	medium_quality	keep	3626
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.52	93.52	2.78	66.67	high_quality	keep	49201
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.53	60.64	0.86	100.0	medium_quality	keep	23541
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.6	33.97	4.31	0.0	low_quality	reject	2363
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.7	100.0	0.71	0.0	high_quality	keep	58063
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.8	92.43	2.26	27.27	high_quality	keep	20255
profile.n.80.size.7.5.gc.unrestricted.k.40.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.9	61.04	5.63	19.35	medium_quality	keep	4153
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.1	97.99	5.91	0.0	medium_quality	keep	267112
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.10	71.54	0.47	40.0	medium_quality	keep	4506
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.11	25.6	4.39	33.33	low_quality	reject	2367
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.12	97.29	3.59	0.0	high_quality	keep	83190
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.13	96.84	1.9	37.5	high_quality	keep	44182
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.14	0.0	0.0	0.0	low_quality	reject	15138
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.15	85.71	63.44	37.14	low_quality	reject	5820
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.16	66.38	0.0	0.0	medium_quality	keep	14430
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.17	0.0	0.0	0.0	low_quality	reject	1945
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.18	93.08	2.21	0.0	high_quality	keep	18221
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.19	20.69	0.0	0.0	low_quality	reject	3145
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.2	84.08	61.51	8.15	low_quality	reject	4953
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.20	40.0	1.72	0.0	low_quality	reject	3247
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.21	74.44	7.01	16.67	medium_quality	keep	8824
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.22	94.44	101.58	32.8	low_quality	reject	11009
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.23	54.94	1.72	0.0	medium_quality	keep	10787
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.24	0.0	0.0	0.0	low_quality	reject	21449
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.25	92.85	1.85	50.0	high_quality	keep	25284
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.26	100.0	18.02	69.23	low_quality	reject	76339
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.27	69.28	2.03	0.0	medium_quality	keep	3980
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.28	20.13	0.0	0.0	low_quality	reject	1944
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.29	89.05	2.14	40.0	medium_quality	keep	10967
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.3	95.67	2.99	33.33	high_quality	keep	13552
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.30	90.42	4.97	36.0	high_quality	keep	20816
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.31	33.97	6.9	0.0	low_quality	reject	2103
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.32	42.24	0.0	0.0	low_quality	reject	4160
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.33	90.7	5.19	22.22	medium_quality	keep	13981
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.34	7.37	0.0	0.0	low_quality	reject	1864
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.35	62.32	0.0	0.0	medium_quality	keep	5867
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.36	99.51	0.0	0.0	high_quality	keep	82027
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.37	94.19	6.9	3.33	medium_quality	keep	16089
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.38	85.83	3.96	37.5	medium_quality	keep	15521
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.39	22.88	0.0	0.0	low_quality	reject	2065
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.4	43.93	10.04	8.0	low_quality	reject	2160
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.40	99.84	3.69	22.22	high_quality	keep	92902
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.41	13.79	0.0	0.0	low_quality	reject	2738
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.42	95.26	1.72	0.0	high_quality	keep	169334
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.43	4.17	0.0	0.0	low_quality	reject	1789
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.44	73.94	2.42	25.0	medium_quality	keep	3764
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.45	92.43	2.26	27.27	high_quality	keep	19610
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.46	0.0	0.0	0.0	low_quality	reject	19613
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.47	44.43	13.76	0.0	low_quality	reject	13997
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.48	95.3	1.46	57.14	high_quality	keep	31879
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.5	34.34	4.39	66.67	low_quality	reject	2431
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.6	54.47	11.21	0.0	low_quality	reject	3269
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.7	45.08	0.99	0.0	low_quality	reject	3534
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.8	98.41	94.47	22.83	low_quality	reject	10480
profile.n.80.size.7.5.gc.unrestricted.k.80.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.9	87.54	144.08	3.33	low_quality	reject	2568
profile.n.220.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.1	90.37	1.57	30.0	high_quality	keep	19388
profile.n.220.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.10	96.67	7.23	3.23	medium_quality	keep	85769
profile.n.220.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.11	46.26	0.82	0.0	low_quality	reject	2603
profile.n.220.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.12	97.7	3.1	29.73	high_quality	keep	21512
profile.n.220.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.13	97.18	236.87	15.34	low_quality	reject	5180
profile.n.220.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.14	53.78	3.2	0.0	medium_quality	keep	2929
profile.n.220.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.15	63.95	1.9	50.0	medium_quality	keep	6405
profile.n.220.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.16	87.9	147.1	0.96	low_quality	reject	2057
profile.n.220.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.17	0.0	0.0	0.0	low_quality	reject	9727
profile.n.220.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.18	0.0	0.0	0.0	low_quality	reject	2393
profile.n.220.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.19	79.07	1.33	66.67	medium_quality	keep	4169
profile.n.220.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.2	50.0	2.59	0.0	medium_quality	keep	3755
profile.n.220.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.20	90.36	85.56	2.27	low_quality	reject	2575
